cc_0_1_0,"https://creativecommons.org/publicdomain/zero/1.0/"
cc_by_4_0,"https://creativecommons.org/licenses/by/4.0/"
cc_by_sa_4_0,"https://creativecommons.org/licenses/by-sa/4.0/"
cc_by_nd_4_0,"https://creativecommons.org/licenses/by-nd/4.0/"
cc_by_nc_4_0,"https://creativecommons.org/licenses/by-nc/4.0/"
cc_by_nc_sa_4_0,"https://creativecommons.org/licenses/by-nc-sa/4.0/"
cc_by_nc_nd_4_0,"https://creativecommons.org/licenses/by-nc-nd/4.0/"
pddl_1_0,"https://opendatacommons.org/licenses/pddl/summary/index.html"
odc-by_1_0,"https://opendatacommons.org/licenses/by/summary/index.html"
odbl_1_0,"https://opendatacommons.org/licenses/odbl/summary/index.html"
cc_by_3_0,"https://creativecommons.org/licenses/by/3.0/"
cc_by_sa_3_0,"https://creativecommons.org/licenses/by-sa/3.0/"
cc_by_nd_3_0,"https://creativecommons.org/licenses/by-nd/3.0/"
cc_by_nc_3_0,"https://creativecommons.org/licenses/by-nc/3.0/"
cc_by_nc_sa_3_0,"https://creativecommons.org/licenses/by-nc-sa/3.0/"
cc_by_nc_nd_3_0,"https://creativecommons.org/licenses/by-nc-nd/3.0/"
apache_2_0,"https://opensource.org/licenses/Apache-2.0"
bsd-3-clause,"https://opensource.org/licenses/BSD-3-Clause"
bsd-2-clause,"https://opensource.org/licenses/BSD-2-Clause"
gpl_3_0,"https://opensource.org/licenses/GPL-3.0"
lgpl_3_0,"https://opensource.org/licenses/LGPL-3.0"
mit,"https://opensource.org/licenses/MIT"
mpl_2_0,"https://opensource.org/licenses/MPL-2.0"
